name,date,price,currency,raw_date,raw_price
"Caroni 1982 Velier 24 Year Old Full Proof Heavy","2021-07-12",1300,"£,12.07.21,£1,300"
"Caroni 1974 Velier 34 Year Old Full Proof Heavy","2021-07-12",2300,"£,12.07.21,£2,300"
"Caroni 1998 Velier 17 Year Old 110 Proof","2021-07-12",291,"£,12.07.21,£291"
"Caroni 1998 Velier 15 Year Old 104 Proof","2021-07-12",230,"£,12.07.21,£230"
"Caroni 1998 Velier 17 Year Old 110 Proof","2021-07-12",210,"£,12.07.21,£210"
"Caroni 1998 The Wild Parrot 'Red'","2021-07-12",527,"£,12.07.21,£527"
"Caroni 1998 The Wild Parrot 'White'","2021-07-12",577,"£,12.07.21,£577"
"Caroni 1998 Thompson Brothers 23 Year Old","2021-07-12",286,"£,12.07.21,£286"
"Caroni 2000 Velier 17 Year Old High Proof 75cl / US Import","2021-07-12",470,"£,12.07.21,£470"
"Caroni 1996 Velier 21 Year Old 100 Imperial Proof","2021-07-12",270,"£,12.07.21,£270"
"Caroni 1996 Velier Full Proof Heavy / Deodat 'Breeze' Manmohan","2021-07-12",1000,"£,12.07.21,£1,000"
"Caroni 2000 Velier 17 Year Old High Proof Heavy","2021-07-12",460,"£,12.07.21,£460"
"Caroni 1997 Sansibar 23 Year Old","2021-07-12",257,"£,12.07.21,£257"
"Caroni 1998 Velier 21 Year Old Full Proof Heavy / Kevon 'Slippery' Moreno","2021-07-12",680,"£,12.07.21,£680"
"Caroni 1996 Velier 23 Year Old Full Proof Blended / Tasting Gang","2021-07-12",370,"£,12.07.21,£370"
"Caroni 1996 Velier 23 Year Old Full Proof Heavy / 'The Last Caroni'","2021-07-12",653,"£,12.07.21,£653"
"Caroni 1998 Velier 15 Year Old 104 Proof","2021-07-12",259,"£,12.07.21,£259"
"Caroni 1998 Velier Full Proof Heavy / Ganesh 'Buju' Ramgobie","2021-07-12",701,"£,12.07.21,£701"
"Caroni 2000 Velier Full Proof Heavy / Nita 'Nitz' Hogan","2021-07-12",700,"£,12.07.21,£700"
"Caroni 1996 Velier 20 Year Old 100 Proof Heavy","2021-07-12",465,"£,12.07.21,£465"
"Caroni 1998 Velier 20 Year Old Full Proof Heavy / Dennis 'X' Gopaul","2021-07-12",1016,"£,12.07.21,£1,016"
"Caroni 2000 Velier 17 Year Old High Proof 75cl / US Import","2021-07-12",470,"£,12.07.21,£470"
"Caroni 1996 Velier Full Proof Heavy / Dhanraj 'Dan' Maharaj","2021-07-12",1050,"£,12.07.21,£1,050"
"Caroni 1998 Velier Full Proof Heavy / Ganesh 'Buju' Ramgobie","2021-07-12",700,"£,12.07.21,£700"
"Caroni 1998 Velier 21 Year Old Full Proof Heavy / Kevon 'Slippery' Moreno","2021-07-12",600,"£,12.07.21,£600"
"Caroni 1996 Velier Full Proof Heavy / Vijay 'Vijay' Ranmarine","2021-07-12",1100,"£,12.07.21,£1,100"
"Caroni 1998 Thompson Brothers 23 Year Old","2021-07-12",296,"£,12.07.21,£296"
"Caroni 1997 Whisky Krueger 18 Year Old 35cl","2021-07-12",272,"£,12.07.21,£272"
"Caroni 1997 Berry Brothers and Rudd 21 Year Old Exceptional Cask","2021-07-12",951,"£,12.07.21,£951"
"Caroni 1996 Velier 21 Year Old 100 Imperial Proof","2021-07-12",270,"£,12.07.21,£270"
"Caroni 1997 Berry Brothers and Rudd 21 Year Old Exceptional Cask","2021-07-12",1000,"£,12.07.21,£1,000"
"Caroni 1996 Velier 23 Year Old Full Proof Heavy / 'The Last Caroni'","2021-07-12",665,"£,12.07.21,£665"
"Caroni 1997 Liquid Art","2021-07-12",460,"£,12.07.21,£460"
"Caroni 1998 Velier Full Proof Heavy / Dayanand 'Yunkoo' Balloon","2021-07-12",655,"£,12.07.21,£655"
"Caroni 1996 Velier 23 Year Old Full Proof Blended / Tasting Gang","2021-07-12",360,"£,12.07.21,£360"
"Caroni Velier Employees 5th Release 3 x 70cl","2021-07-12",2600,"£,12.07.21,£2,600"
"Caroni 1994 Velier 17 Year Old High Proof Heavy","2021-07-12",750,"£,12.07.21,£750"
"Caroni 1974 Velier 34 Year Old Full Proof Heavy","2021-07-12",3900,"£,12.07.21,£3,900"
"Caroni 1998 Rum Sponge 22 Year Old Edition No.1","2021-07-12",441,"£,12.07.21,£441"
"Caroni Velier Employees 5th Release 3 x 70cl","2021-07-12",2501,"£,12.07.21,£2,501"
"Caroni 1998 Rum Sponge 22 Year Old Edition No.1","2021-07-12",451,"£,12.07.21,£451"
"Caroni 1996 Velier 23 Year Old Full Proof Heavy / 'The Last Caroni'","2021-07-12",676,"£,12.07.21,£676"
"Caroni 1998 Velier 16 Year Old Full Proof Heavy","2021-07-12",580,"£,12.07.21,£580"
"Caroni 1998 Velier 16 Year Old High Proof Heavy","2021-07-12",651,"£,12.07.21,£651"
"Caroni 1996 Velier 23 Year Old Full Proof Heavy / 'The Last Caroni'","2021-07-12",651,"£,12.07.21,£651"
"Caroni 1996 Velier 21 Year Old 100 Imperial Proof","2021-07-12",270,"£,12.07.21,£270"
"Caroni 1994 Velier 23 Year Old 100 Proof Heavy / Guyana Stock","2021-07-12",410,"£,12.07.21,£410"
"Caroni 2000 Velier 17 Year Old High Proof Heavy","2021-07-12",465,"£,12.07.21,£465"
"Caroni 20 Year Old That Boutique-y Rum Company Batch #2","2021-07-12",142,"£,12.07.21,£142"
"Caroni 1997 Rum Sponge 23 Year Old Edition No.3A","2021-07-12",310,"£,12.07.21,£310"
"Caroni 1998 Velier Full Proof Heavy / Ganesh 'Buju' Ramgobie","2021-07-12",699,"£,12.07.21,£699"
"Caroni 20 Year Old That Boutique-y Rum Company Batch #1","2021-07-12",142,"£,12.07.21,£142"
"Caroni 20 Year Old That Boutique-y Rum Company Batch #1","2021-07-12",151,"£,12.07.21,£151"
"Caroni 1998 Rum Nation 22 Year Old Small Batch 50cl","2021-07-12",190,"£,12.07.21,£190"
"Caroni 1998 Rum Nation 22 Year Old Small Batch 50cl","2021-07-12",190,"£,12.07.21,£190"
"Caroni 1998 Rom de Luxe 22 Year Old","2021-07-12",750,"£,12.07.21,£750"
"Caroni 1998 Rum Artesanal 50cl","2021-07-12",159,"£,12.07.21,£159"
"Caroni 1996 Velier 23 Year Old Full Proof Heavy / 'The Last Caroni'","2021-07-12",665,"£,12.07.21,£665"
"Caroni 1997 The 1423 SBS Box Set 4 x 20cl","2021-07-12",232,"£,12.07.21,£232"
"Caroni 1996 The Secret Treasures","2021-07-12",140,"£,12.07.21,£140"
"Caroni 1989 Isla del Ron","2021-07-12",192,"£,12.07.21,£192"
"Caroni 1996 Velier 23 Year Old Full Proof Heavy / 'The Last Caroni'","2021-07-12",665,"£,12.07.21,£665"
"Caroni 1996 Velier 23 Year Old Full Proof Blended / Tasting Gang","2021-07-12",360,"£,12.07.21,£360"
"Caroni 1996 Velier 23 Year Old Full Proof Blended / Tasting Gang","2021-07-12",370,"£,12.07.21,£370"
"Caroni TMCG 1998 Rom de Luxe 23 Year Old / Uhrskov Vine","2021-07-12",850,"£,12.07.21,£850"
"Caroni 1998 Rom de Luxe 22 Year Old","2021-07-12",750,"£,12.07.21,£750"
"Caroni 1996 Velier 21 Year Old 100 Imperial Proof","2021-06-14",271,"£,14.06.21,£271"
"Caroni 1996 The Secret Treasures","2021-06-14",111,"£,14.06.21,£111"
"Caroni 1989 Isla del Ron","2021-06-14",211,"£,14.06.21,£211"
"Caroni 1997 A.D. Rattray 18 Year Old 75cl / US Import","2021-06-14",200,"£,14.06.21,£200"
"Caroni 1993 Murray McDavid 11 Year Old","2021-06-14",100,"£,14.06.21,£100"
"Caroni 1998 The Duchess 21 Year Old","2021-06-14",283,"£,14.06.21,£283"
"Caroni 1989 Isla del Ron","2021-06-14",231,"£,14.06.21,£231"
"Caroni 20 Year Old That Boutique-y Rum Company Batch #1","2021-06-14",160,"£,14.06.21,£160"
"Caroni 1998 Rum Nation 22 Year Old Small Batch 50cl","2021-06-14",220,"£,14.06.21,£220"
"Caroni 1998 Rum Nation 22 Year Old Small Batch 50cl","2021-06-14",160,"£,14.06.21,£160"
"Caroni 1998 Rum Sponge 22 Year Old Edition No.1","2021-06-14",650,"£,14.06.21,£650"
"Caroni 2000 Velier Full Proof Heavy / Basdeo 'Dicky' Ramsarran","2021-06-14",700,"£,14.06.21,£700"
"Caroni Providence 1991 Caledonia","2021-06-14",290,"£,14.06.21,£290"
"Caroni 1997 A.D. Rattray 20 Year Old / Shinanoya","2021-06-14",340,"£,14.06.21,£340"
"Caroni 1997 Blackadder Raw Cask","2021-06-14",292,"£,14.06.21,£292"
"Caroni 1997 Jazzin 20 Year Old / Harp","2021-06-14",210,"£,14.06.21,£210"
"Caroni Velier Employees 3rd Release Gift Set 3 x 20cl","2021-06-14",675,"£,14.06.21,£675"
"Caroni 1996 Velier 22 Year Old Full Proof Heavy / John 'D' Eversley","2021-06-14",1150,"£,14.06.21,£1,150"
"Caroni 1996 Velier 22 Year Old Full Proof Heavy / John 'D' Eversley","2021-06-14",1100,"£,14.06.21,£1,100"
"Caroni 1998 The Wild Parrot 'White'","2021-06-14",560,"£,14.06.21,£560"
"Caroni 1998 Velier 17 Year Old 110 Proof","2021-06-14",231,"£,14.06.21,£231"
"Caroni 1996 Velier 21 Year Old 100 Imperial Proof","2021-06-14",250,"£,14.06.21,£250"
"Caroni 1998 The Wild Parrot 'Red'","2021-06-14",525,"£,14.06.21,£525"
"Caroni 1996 Velier 23 Year Old Full Proof Blended / Tasting Gang","2021-06-14",445,"£,14.06.21,£445"
"Caroni 1996 Velier 23 Year Old Full Proof Heavy / 'The Last Caroni'","2021-06-14",576,"£,14.06.21,£576"
"Caroni 1998 Velier 15 Year Old 104 Proof","2021-06-14",220,"£,14.06.21,£220"
"Caroni 1994 Velier 23 Year Old 100 Proof Heavy / Guyana Stock","2021-06-14",500,"£,14.06.21,£500"
